store_and_fwd_flag,mta_tax,total_amount,extra,ratecodeid,fare_amount,trip_distance,lpep_dropoff_datetime,pickup_longitude,pickup_latitude,vendorid,dropoff_longitude,passenger_count,tolls_amount,trip_type,payment_type,dropoff_latitude,lpep_pickup_datetime,improvement_surcharge,tip_amount
N,0.5,9.49,0.5,1,6,0.80,2016-01-01T01:35:17.000,-73.963409423828125,40.710304260253906,2,-73.955406188964844,1,0,1,1,40.719875335693359,2016-01-01T01:28:32.000,0.3,2.19
N,0.5,11.3,0.5,1,10,1.88,2016-01-01T01:34:04.000,-73.902999877929687,40.881538391113281,2,-73.886909484863281,1,0,1,2,40.87396240234375,2016-01-01T01:22:12.000,0.3,0
N,0.5,38.09,0.5,1,28,9.35,2016-01-01T01:35:09.000,-73.914192199707031,40.768924713134766,2,-73.950576782226563,1,0,1,1,40.682483673095703,2016-01-01T01:13:58.000,0.3,8.79
N,0.5,32.16,0.5,1,25.5,7.12,2016-01-01T01:35:06.000,-73.944259643554688,40.8095703125,2,-73.988777160644531,1,0,1,1,40.7484130859375,2016-01-01T01:09:23.000,0.3,5.36
N,0.5,13.3,0.5,1,12,2.48,2016-01-01T01:35:06.000,-73.960044860839844,40.718368530273437,2,-73.939056396484375,1,0,1,2,40.700969696044922,2016-01-01T01:20:05.000,0.3,0
N,0.5,15.8,0.5,1,14.5,3.65,2016-01-01T01:34:35.000,-73.94189453125,40.795520782470703,2,-73.905845642089844,1,0,1,2,40.835582733154297,2016-01-01T01:18:44.000,0.3,0
N,0.5,6.8,0.5,1,5.5,0.61,2016-01-01T01:34:43.000,-73.920188903808594,40.83538818359375,2,-73.914802551269531,6,0,1,2,40.837745666503906,2016-01-01T01:28:53.000,0.3,0
N,0.5,15.3,0.5,1,14,3.59,2016-01-01T01:34:47.000,-73.966384887695313,40.713001251220703,2,-73.978034973144531,1,0,1,2,40.684776306152344,2016-01-01T01:20:36.000,0.3,0
N,0.5,12.96,0.5,1,9.5,1.92,2016-01-01T01:35:12.000,-73.947959899902344,40.78472900390625,2,-73.955642700195312,1,0,1,1,40.803642272949219,2016-01-01T01:24:04.000,0.3,2.16
N,0.5,6.3,0.5,1,5,0.98,2016-01-01T01:34:56.000,-73.906105041503906,40.831192016601563,2,-73.9019775390625,1,0,1,2,40.838481903076172,2016-01-01T01:31:40.000,0.3,0
N,0.5,13.3,0.5,1,12,3.18,2016-01-01T01:35:01.000,-73.911109924316406,40.776481628417969,2,-73.947181701660156,1,0,1,2,40.748008728027344,2016-01-01T01:23:18.000,0.3,0
N,0.5,7.8,0.5,1,6.5,1.32,2016-01-01T01:35:11.000,-73.829643249511719,40.713619232177734,2,-73.829292297363281,1,0,1,2,40.700786590576172,2016-01-01T01:30:12.000,0.3,0
N,0.5,8.3,0.5,1,7,1.17,2016-01-01T01:35:41.000,-73.995460510253906,40.683345794677734,2,-73.978706359863281,1,0,1,2,40.678962707519531,2016-01-01T01:26:17.000,0.3,0
N,0.5,14.16,0.5,1,10.5,2.31,2016-01-01T01:34:37.000,-73.980613708496094,40.660121917724609,2,-73.992103576660156,5,0,1,1,40.679351806640625,2016-01-01T01:23:13.000,0.3,2.36
N,0.5,14.16,0.5,1,10.5,2.31,2016-01-01T01:35:00.000,-73.973739624023438,40.687274932861328,2,-73.981002807617187,1,0,1,1,40.663185119628906,2016-01-01T01:23:42.000,0.3,2.36
N,0.5,15.96,0.5,1,12,2.10,2016-01-01T01:35:26.000,-73.96710205078125,40.710636138916016,2,-73.984458923339844,1,0,1,1,40.720100402832031,2016-01-01T01:20:22.000,0.3,2.66
N,0.5,5.8,0.5,1,4.5,0.68,2016-01-01T01:34:24.000,-73.856048583984375,40.751384735107422,2,-73.855117797851562,1,0,1,2,40.743560791015625,2016-01-01T01:31:13.000,0.3,0
N,0.5,17.76,0.5,1,13.5,3.57,2016-01-01T01:35:28.000,-73.944587707519531,40.714584350585938,2,-73.981300354003906,1,0,1,1,40.689235687255859,2016-01-01T01:23:44.000,0.3,2.96
N,0.5,12.3,0.5,1,11,2.03,2016-01-01T01:35:14.000,-73.884925842285156,40.747673034667969,2,-73.918716430664063,1,0,1,2,40.739223480224609,2016-01-01T01:21:03.000,0.3,0
N,0.5,13.56,0.5,1,10,1.98,2016-01-01T01:35:22.000,-73.916732788085937,40.699661254882813,2,-73.938194274902344,1,0,1,1,40.721088409423828,2016-01-01T01:23:42.000,0.3,2.26
N,0.5,12.8,0.5,1,11.5,2.90,2016-01-01T01:35:21.000,-73.918838500976562,40.759101867675781,2,-73.88983154296875,1,0,1,1,40.7469482421875,2016-01-01T01:25:18.000,0.3,0
N,0.5,11.5,0.5,1,8.5,1.87,2016-01-01T01:35:13.000,-73.931556701660156,40.751926422119141,2,-73.90643310546875,5,0,1,1,40.745319366455078,2016-01-01T01:26:36.000,0.3,1.7
N,0.5,25.38,0.5,1,19,4.98,2016-01-01T01:35:23.000,-73.961601257324219,40.666778564453125,2,-74.0040283203125,1,0,1,1,40.705791473388672,2016-01-01T01:13:15.000,0.3,5.08
N,0.5,17.16,0.5,1,13,3.72,2016-01-01T01:35:36.000,-73.851371765136719,40.743389129638672,2,-73.82177734375,1,0,1,1,40.715362548828125,2016-01-01T01:25:24.000,0.3,2.86
N,0.5,5.8,0.5,1,4.5,0.79,2016-01-01T01:34:17.000,-73.994438171386719,40.690067291259766,2,-73.994636535644531,3,0,1,2,40.680614471435547,2016-01-01T01:31:00.000,0.3,0
N,0.5,7.3,0.5,1,5,0.69,2016-01-01T01:35:27.000,-73.917343139648438,40.760990142822266,2,-73.909515380859375,1,0,1,1,40.766910552978516,2016-01-01T01:30:13.000,0.3,1
N,0.5,14.76,0.5,1,11,2.28,2016-01-01T01:35:29.000,-73.930397033691406,40.694446563720703,2,-73.950119018554687,1,0,1,1,40.676158905029297,2016-01-01T01:21:54.000,0.3,2.46
N,0.5,23.76,0.5,1,18.5,3.61,2016-01-01T01:35:29.000,-73.948600769042969,40.70965576171875,2,-73.903450012207031,1,0,1,1,40.678558349609375,2016-01-01T01:07:31.000,0.3,3.96
N,0.5,6.8,0.5,1,5.5,0.84,2016-01-01T01:33:02.000,-73.951751708984375,40.714447021484375,2,-73.950508117675781,3,0,1,2,40.723052978515625,2016-01-01T01:28:28.000,0.3,0
N,0.5,20.8,0.5,1,17.5,3.85,2016-01-01T01:35:29.000,-73.876045227050781,40.735954284667969,2,-73.881423950195313,1,0,1,1,40.756046295166016,2016-01-01T01:11:00.000,0.3,2
N,0.5,39.39,0.5,1,29,8.31,2016-01-01T01:35:22.000,-73.908027648925781,40.771286010742188,2,-73.946792602539062,2,0,1,1,40.726982116699219,2016-01-01T01:06:42.000,0.3,9.09
N,0.5,18.3,0.5,1,17,4.10,2016-01-01T01:35:00.000,-73.825843811035156,40.745189666748047,2,-73.882415771484375,1,0,1,2,40.755977630615234,2016-01-01T01:15:58.000,0.3,0
N,0.5,8.16,0.5,1,5.5,0.70,2016-01-01T01:35:24.000,-73.924522399902344,40.761543273925781,2,-73.914100646972656,6,0,1,1,40.759891510009766,2016-01-01T01:30:32.000,0.3,1.36
N,0.5,16.3,0.5,1,15,4.46,2016-01-01T01:34:47.000,-73.90643310546875,40.81268310546875,2,-73.91192626953125,1,0,1,2,40.850986480712891,2016-01-01T01:21:31.000,0.3,0
N,0.5,6.96,0.5,1,4.5,0.68,2016-01-01T01:35:27.000,-73.913551330566406,40.74609375,2,-73.922874450683594,1,0,1,1,40.743858337402344,2016-01-01T01:32:30.000,0.3,1.16
N,0.5,8.8,0.5,1,7.5,1.38,2016-01-01T01:34:54.000,-73.985458374023438,40.687118530273438,2,-73.963554382324219,1,0,1,2,40.677490234375,2016-01-01T01:27:15.000,0.3,0
N,0.5,13.8,0.5,1,12.5,2.70,2016-01-01T01:35:19.000,-73.942131042480469,40.822925567626953,2,-73.971229553222656,1,0,1,2,40.800704956054688,2016-01-01T01:19:58.000,0.3,0
N,0.5,18.5,0.5,1,13.5,3.22,2016-01-01T01:35:10.000,-73.957252502441406,40.726593017578125,2,-73.931632995605469,1,0,1,1,40.698554992675781,2016-01-01T01:19:15.000,0.3,3.7
N,0.5,11.16,0.5,1,8,1.88,2016-01-01T01:35:21.000,-73.96295166015625,40.693744659423828,2,-73.941917419433594,5,0,1,1,40.682720184326172,2016-01-01T01:28:17.000,0.3,1.86
N,0.5,9.8,0.5,1,8.5,1.70,2016-01-01T01:35:13.000,-73.936851501464844,40.774017333984375,2,-73.913070678710938,5,0,1,2,40.766189575195313,2016-01-01T01:24:56.000,0.3,0
N,0.5,4.3,0.5,1,3,0.31,2016-01-01T01:35:31.000,-73.914993286132813,40.821819305419922,2,-73.916481018066406,1,0,1,1,40.824970245361328,2016-01-01T01:34:18.000,0.3,0
N,0.5,17.25,0.5,1,12.5,3.12,2016-01-01T01:35:23.000,-73.953865051269531,40.729358673095703,2,-73.922615051269531,3,0,1,1,40.705604553222656,2016-01-01T01:20:16.000,0.3,3.45
N,0.5,10.3,0.5,1,9,0.96,2016-01-01T01:35:18.000,-73.922286987304688,40.689865112304688,2,-73.933883666992188,1,0,1,2,40.696285247802734,2016-01-01T01:22:44.000,0.3,0
N,0.5,11.8,0.5,1,10.5,2.36,2016-01-01T01:35:12.000,-73.88751220703125,40.755390167236328,2,-73.917503356933594,1,0,1,2,40.743217468261719,2016-01-01T01:24:18.000,0.3,0
N,0.5,23.8,0.5,1,22.5,5.56,2016-01-01T01:35:39.000,-73.92242431640625,40.707000732421875,2,-73.985359191894531,1,0,1,2,40.664436340332031,2016-01-01T01:06:03.000,0.3,0
N,0.5,9.96,0.5,1,7,1.12,2016-01-01T01:35:27.000,-73.944129943847656,40.809818267822266,2,-73.936874389648437,1,0,1,1,40.802143096923828,2016-01-01T01:26:53.000,0.3,1.66
N,0.5,8.8,0.5,1,7.5,1.39,2016-01-01T01:34:58.000,-73.9332275390625,40.850063323974609,2,-73.927330017089844,1,0,1,2,40.838214874267578,2016-01-01T01:26:47.000,0.3,0
N,0.5,7.8,0.5,1,6.5,1.63,2016-01-01T01:34:26.000,-73.891555786132812,40.766643524169922,2,-73.915107727050781,1,0,1,2,40.766151428222656,2016-01-01T01:30:07.000,0.3,0
N,0.5,34.3,0.5,1,33,11.42,2016-01-01T01:35:19.000,-73.914581298828125,40.818473815917969,2,-73.8292236328125,1,0,1,2,40.875400543212891,2016-01-01T01:13:47.000,0.3,0
N,0.5,7.8,0.5,1,6.5,1.18,2016-01-01T01:34:26.000,-73.947013854980469,40.676872253417969,2,-73.964622497558594,1,0,1,2,40.683021545410156,2016-01-01T01:27:59.000,0.3,0
N,0.5,16.62,0.5,1,12,2.27,2016-01-02T01:17:54.000,-73.9346923828125,40.703620910644531,2,-73.959564208984375,1,0,1,1,40.718135833740234,2016-01-01T01:19:40.000,0.3,3.32
N,0.5,26.16,0.5,1,20.5,5.44,2016-01-01T01:35:39.000,-73.9537353515625,40.680801391601563,2,-74.002777099609375,1,0,1,1,40.736366271972656,2016-01-01T01:10:28.000,0.3,4.36
N,0.5,6.3,0.5,1,5,0.95,2016-01-01T01:35:10.000,-73.925346374511719,40.762218475341797,2,-73.933135986328125,1,0,1,2,40.752822875976563,2016-01-01T01:31:19.000,0.3,0
N,0.5,14.16,0.5,1,10.5,2.36,2016-01-01T01:35:47.000,-73.931411743164062,40.703659057617188,2,-73.950309753417969,1,0,1,1,40.687019348144531,2016-01-01T01:23:43.000,0.3,2.36
N,0.5,40.84,0.5,1,29,8.63,2016-01-01T01:33:45.000,-73.915321350097656,40.763458251953125,2,-73.845016479492187,1,5.54,1,1,40.840625762939453,2016-01-01T01:06:50.000,0.3,5
N,0.5,12.3,0.5,1,11,2.51,2016-01-01T01:35:44.000,-73.998588562011719,40.659816741943359,2,-74.023246765136719,2,0,1,2,40.635524749755859,2016-01-01T01:24:06.000,0.3,0
N,0.5,19.8,0.5,1,16.5,3.83,2016-01-01T01:35:46.000,-73.968940734863281,40.709163665771484,2,-73.984146118164063,1,0,1,1,40.736286163330078,2016-01-01T01:13:54.000,0.3,2
N,0.5,17.3,0.5,1,16,0.00,2016-01-01T01:35:21.000,-73.89093017578125,40.749092102050781,2,-73.9415283203125,6,0,1,2,40.725910186767578,2016-01-01T01:07:22.000,0.3,0
N,0.5,7.56,0.5,1,5,0.52,2016-01-01T01:35:52.000,-73.938827514648438,40.805816650390625,2,-73.939544677734375,1,0,1,1,40.799495697021484,2016-01-01T01:31:27.000,0.3,1.26
N,0.5,9.3,0.5,1,8,1.68,2016-01-01T01:35:00.000,-73.9119873046875,40.861846923828125,2,-73.934120178222656,2,0,1,2,40.848861694335938,2016-01-01T01:27:07.000,0.3,0
N,0.5,15.3,0.5,1,14,3.68,2016-01-01T01:35:47.000,-73.948997497558594,40.694366455078125,2,-73.914596557617188,1,0,1,2,40.683433532714844,2016-01-01T01:17:35.000,0.3,0
N,0.5,7.3,0.5,1,6,1.08,2016-01-01T01:35:45.000,-73.918014526367188,40.703502655029297,2,-73.925178527832031,5,0,1,2,40.693065643310547,2016-01-01T01:30:04.000,0.3,0
N,0.5,7.3,0.5,1,6,0.88,2016-01-01T01:35:22.000,-73.887374877929688,40.747322082519531,2,-73.87982177734375,2,0,1,2,40.73919677734375,2016-01-01T01:29:01.000,0.3,0
N,0.5,10.8,0.5,1,9.5,1.96,2016-01-01T01:35:11.000,-73.882080078125,40.747955322265625,2,-73.868606567382813,1,0,1,2,40.764511108398438,2016-01-01T01:23:21.000,0.3,0
N,0.5,8.3,0.5,1,7,1.25,2016-01-01T01:35:28.000,-73.987586975097656,40.70208740234375,2,-73.980094909667969,1,0,1,2,40.689884185791016,2016-01-01T01:29:01.000,0.3,0
N,0.5,10.3,0.5,1,9,1.51,2016-01-01T01:35:33.000,-73.90234375,40.853656768798828,2,-73.882644653320313,6,0,1,2,40.853588104248047,2016-01-01T01:24:59.000,0.3,0
N,0.5,12.3,0.5,1,11,2.67,2016-01-01T01:35:26.000,-73.921066284179688,40.688098907470703,2,-73.956153869628906,6,0,1,2,40.67559814453125,2016-01-01T01:23:10.000,0.3,0
N,0.5,8.3,0.5,1,7,1.29,2016-01-01T01:34:41.000,-73.888687133789062,40.747318267822266,2,-73.886581420898438,3,0,1,2,40.763076782226563,2016-01-01T01:28:14.000,0.3,0
N,0,10,0,5,10,1.22,2016-01-01T01:35:34.000,-73.906593322753906,40.829570770263672,2,-73.924514770507813,1,0,2,2,40.835704803466797,2016-01-01T01:27:50.000,0,0
N,0.5,40.8,0.5,1,36.5,13.07,2016-01-01T01:36:09.000,-73.829879760742187,40.713161468505859,2,-73.980323791503906,1,0,1,1,40.689579010009766,2016-01-01T01:15:17.000,0.3,3
N,0.5,14.8,0.5,1,13.5,3.08,2016-01-01T01:30:47.000,-73.942840576171875,40.836994171142578,2,-73.9454345703125,1,0,1,2,40.802318572998047,2016-01-01T01:11:38.000,0.3,0
N,0.5,10.3,0.5,1,9,2.01,2016-01-01T01:35:16.000,-73.930458068847656,40.766647338867188,2,-73.901214599609375,1,0,1,2,40.750751495361328,2016-01-01T01:24:52.000,0.3,0
N,0.5,45.96,0.5,1,37,11.64,2016-01-01T01:35:35.000,-73.967735290527344,40.710811614990234,2,-73.952476501464844,1,0,1,1,40.80902099609375,2016-01-01T01:01:03.000,0.3,7.66
N,0.5,19.3,0.5,1,18,5.20,2016-01-01T01:35:48.000,-73.925384521484375,40.810138702392578,2,-73.857940673828125,1,0,1,2,40.837303161621094,2016-01-01T01:19:07.000,0.3,0
N,0.5,15.8,0.5,1,14.5,4.00,2016-01-01T01:35:32.000,-73.866249084472656,40.845252990722656,2,-73.918174743652344,1,0,1,2,40.832763671875,2016-01-01T01:20:27.000,0.3,0
N,0.5,7.8,0.5,1,6.5,1.49,2016-01-02T01:27:18.000,-73.955101013183594,40.730171203613281,2,-73.951690673828125,5,0,1,1,40.715717315673828,2016-01-01T01:29:21.000,0.3,0
N,0.5,6.3,0.5,1,5,0.86,2016-01-01T01:35:21.000,-73.870079040527344,40.733783721923828,2,-73.855743408203125,1,0,1,2,40.737968444824219,2016-01-01T01:30:36.000,0.3,0
N,0.5,16.8,0.5,1,15.5,3.69,2016-01-01T01:35:21.000,-73.8275146484375,40.760940551757813,2,-73.792327880859375,5,0,1,2,40.781970977783203,2016-01-01T01:15:10.000,0.3,0
N,0.5,18.8,0.5,1,17.5,4.31,2016-01-01T01:33:40.000,-73.932746887207031,40.752819061279297,2,-73.86285400390625,3,0,1,2,40.749706268310547,2016-01-01T01:12:03.000,0.3,0
N,0.5,21.3,0.5,1,20,5.72,2016-01-01T01:36:11.000,-73.9442138671875,40.813827514648438,2,-73.999130249023437,1,0,1,2,40.76104736328125,2016-01-01T01:16:24.000,0.3,0
N,0.5,7.3,0.5,1,6,0.92,2016-01-01T01:35:39.000,-73.929283142089844,40.683998107910156,2,-73.946853637695313,1,0,1,2,40.682216644287109,2016-01-01T01:29:58.000,0.3,0
N,0.5,24.3,0.5,1,19.5,4.78,2016-01-01T01:35:56.000,-73.923477172851563,40.761112213134766,2,-73.961158752441406,2,0,1,1,40.719085693359375,2016-01-01T01:12:06.000,0.3,3.5
N,0.5,10.8,0.5,1,9.5,1.85,2016-01-01T01:34:23.000,-73.982101440429688,40.681911468505859,2,-73.959297180175781,1,0,1,2,40.667083740234375,2016-01-01T01:23:48.000,0.3,0
N,0.5,14.16,0.5,1,10.5,3.03,2016-01-01T01:36:00.000,-73.992904663085938,40.697437286376953,2,-73.951339721679688,5,0,1,1,40.712112426757813,2016-01-01T01:29:08.000,0.3,2.36
N,0.5,9.36,0.5,1,6.5,0.99,2016-01-01T01:35:55.000,-73.9871826171875,40.668052673339844,2,-73.977470397949219,1,0,1,1,40.6793212890625,2016-01-01T01:29:00.000,0.3,1.56
N,0.5,7.8,0.5,1,6.5,0.96,2016-01-01T01:35:38.000,-73.949127197265625,40.714054107666016,2,-73.958213806152344,1,0,1,2,40.721836090087891,2016-01-01T01:28:25.000,0.3,0
N,0.5,20.76,0.5,1,16,4.13,2016-01-01T01:36:04.000,-73.917884826660156,40.840251922607422,2,-73.96209716796875,1,0,1,1,40.802486419677734,2016-01-01T01:17:16.000,0.3,3.46
N,0.5,9.8,0.5,1,8.5,1.58,2016-01-01T01:36:01.000,-73.874259948730469,40.748752593994141,2,-73.865936279296875,1,0,1,2,40.739330291748047,2016-01-01T01:24:10.000,0.3,0
N,0.5,9.8,0.5,1,8.5,1.85,2016-01-01T01:34:57.000,-73.936668395996094,40.820526123046875,2,-73.907020568847656,5,0,1,2,40.818313598632812,2016-01-01T01:26:24.000,0.3,0
N,0.5,12.3,0.5,1,11,2.61,2016-01-01T01:35:23.000,-73.955795288085938,40.717689514160156,2,-73.959152221679688,1,0,1,2,40.743629455566406,2016-01-01T01:23:46.000,0.3,0
N,0.5,6.3,0.5,1,5,0.78,2016-01-01T01:35:11.000,-73.989952087402344,40.672725677490234,2,-73.979583740234375,3,0,1,2,40.678485870361328,2016-01-01T01:32:04.000,0.3,0
N,0.5,10.56,0.5,1,7.5,0.78,2016-01-01T01:35:58.000,-73.913131713867188,40.774345397949219,2,-73.9229736328125,1,0,1,1,40.766315460205078,2016-01-01T01:25:56.000,0.3,1.76
N,0.5,6.8,0.5,1,5.5,0.72,2016-01-01T01:35:22.000,-73.891372680664062,40.746963500976563,2,-73.896209716796875,1,0,1,2,40.742710113525391,2016-01-01T01:29:36.000,0.3,0
N,0.5,13.8,0.5,1,12.5,2.65,2016-01-01T01:36:12.000,-73.966255187988281,40.689796447753906,2,-73.957794189453125,1,0,1,2,40.656600952148438,2016-01-01T01:20:26.000,0.3,0
N,0.5,4.3,0.5,1,3,0.09,2016-01-01T01:35:52.000,-73.939979553222656,40.840785980224609,2,-73.937858581542969,1,0,1,2,40.841781616210937,2016-01-01T01:34:27.000,0.3,0
N,0.5,16.3,0.5,1,15,4.39,2016-01-01T01:36:21.000,-73.951652526855469,40.725318908691406,2,-73.957763671875,5,0,1,2,40.671604156494141,2016-01-01T01:21:42.000,0.3,0
N,0.5,13.8,0.5,1,12.5,2.68,2016-01-01T01:36:24.000,-73.941352844238281,40.673866271972656,2,-73.915817260742188,1,0,1,1,40.655521392822266,2016-01-01T01:20:00.000,0.3,0
N,0.5,27.36,0.5,1,21.5,6.82,2016-01-01T01:36:18.000,-73.986854553222656,40.678882598876953,2,-73.960678100585938,1,0,1,1,40.717872619628906,2016-01-01T01:17:12.000,0.3,4.56
N,0.5,15.96,0.5,1,12,2.37,2016-01-01T01:35:36.000,-73.92913818359375,40.695571899414063,2,-73.888839721679688,1,0,1,1,40.700466156005859,2016-01-01T01:20:05.000,0.3,2.66
N,0.5,13.8,0.5,1,12.5,2.92,2016-01-01T01:35:31.000,-73.966438293457031,40.683345794677734,2,-73.999809265136719,1,0,1,2,40.686981201171875,2016-01-01T01:20:54.000,0.3,0
N,0.5,11.62,0.5,1,8,1.70,2016-01-01T01:36:09.000,-73.957992553710938,40.8157958984375,2,-73.94476318359375,1,0,1,1,40.833930969238281,2016-01-01T01:28:49.000,0.3,2.32
N,0.5,14.8,0.5,1,13.5,2.93,2016-01-01T01:35:44.000,-73.844635009765625,40.721492767333984,2,-73.818016052246094,2,0,1,2,40.728961944580078,2016-01-01T01:19:04.000,0.3,0
N,0.5,10.8,0.5,1,9.5,2.16,2016-01-01T01:35:58.000,-73.911415100097656,40.744480133056641,2,-73.886024475097656,1,0,1,2,40.755428314208984,2016-01-01T01:25:58.000,0.3,0
N,0.5,42.32,0.5,1,35.5,12.54,2016-01-01T01:36:28.000,-73.973289489746094,40.678176879882812,2,-73.848960876464844,3,0,1,1,40.747291564941406,2016-01-01T01:15:21.000,0.3,5.52
N,0.5,7.3,0.5,1,6,0.90,2016-01-01T01:35:33.000,-73.881523132324219,40.756008148193359,2,-73.889999389648438,1,0,1,2,40.747085571289063,2016-01-01T01:29:24.000,0.3,0
N,0.5,12.3,0.5,1,11,3.13,2016-01-01T01:35:49.000,-73.9124755859375,40.769771575927734,2,-73.906517028808594,1,0,1,2,40.741386413574219,2016-01-01T01:28:08.000,0.3,0
N,0.5,7.8,0.5,1,6.5,1.39,2016-01-01T01:36:00.000,-73.934059143066406,40.797698974609375,2,-73.948554992675781,1,0,1,2,40.786136627197266,2016-01-01T01:30:17.000,0.3,0
N,0.5,33.5,0.5,1,25.5,6.65,2016-01-01T01:36:27.000,-73.980094909667969,40.661216735839844,2,-73.918380737304688,1,0,1,1,40.703750610351563,2016-01-01T01:04:33.000,0.3,6.7
N,0.5,9.3,0.5,1,8,1.91,2016-01-01T01:36:20.000,-73.890670776367188,40.746944427490234,2,-73.888519287109375,1,0,1,2,40.7625732421875,2016-01-01T01:30:01.000,0.3,0
N,0,15,0,5,15,4.68,2016-01-01T01:36:05.000,-73.864700317382813,40.841606140136719,2,-73.855766296386719,1,0,2,2,40.89898681640625,2016-01-01T01:22:52.000,0,0
N,0.5,9.3,0.5,1,8,1.45,2016-01-01T01:36:05.000,-73.931472778320313,40.663936614990234,2,-73.949981689453125,1,0,1,2,40.671680450439453,2016-01-01T01:27:52.000,0.3,0
N,0.5,25.3,0.5,1,24,7.97,2016-01-01T01:35:25.000,-73.873680114746094,40.734691619873047,2,-73.779800415039063,2,0,1,2,40.681346893310547,2016-01-01T01:16:04.000,0.3,0
N,0.5,9.8,0.5,1,8.5,1.59,2016-01-01T01:36:06.000,-73.939796447753906,40.815711975097656,2,-73.956901550292969,1,0,1,1,40.802410125732422,2016-01-01T01:26:35.000,0.3,0
N,0.5,6.3,0.5,1,4.5,0.75,2016-01-01T01:36:12.000,-73.930931091308594,40.744365692138672,2,-73.936408996582031,1,0,1,1,40.736255645751953,2016-01-01T01:33:05.000,0.3,0.5
N,0.5,14.3,0.5,1,12,3.29,2016-01-01T01:36:30.000,-73.994361877441406,40.694572448730469,2,-74.005088806152344,1,0,1,1,40.718925476074219,2016-01-01T01:25:16.000,0.3,1
N,0.5,29.16,0.5,1,23,7.72,2016-01-01T01:36:21.000,-73.905509948730469,40.873321533203125,2,-73.939041137695312,1,0,1,1,40.793380737304687,2016-01-01T01:20:12.000,0.3,4.86
N,0.5,14.76,0.5,1,11,2.98,2016-01-01T01:36:34.000,-73.984642028808594,40.663166046142578,2,-73.99407958984375,1,0,1,1,40.69476318359375,2016-01-01T01:25:16.000,0.3,2.46
N,0.5,9.8,0.5,1,8.5,1.53,2016-01-01T01:35:36.000,-73.83062744140625,40.759407043457031,2,-73.823005676269531,1,0,1,2,40.742626190185547,2016-01-01T01:25:07.000,0.3,0
N,0.5,21.3,0.5,1,18,3.67,2016-01-01T01:36:00.000,-73.923583984375,40.690402984619141,2,-73.954620361328125,1,0,1,1,40.733036041259766,2016-01-01T01:11:45.000,0.3,2
N,0.5,30,0.5,1,26,8.35,2016-01-01T01:36:18.000,-73.943191528320313,40.810813903808594,2,-73.979537963867188,1,0,1,1,40.714672088623047,2016-01-01T01:15:42.000,0.3,2.7
N,0.5,6.3,0.5,1,5,0.99,2016-01-01T01:35:54.000,-73.986000061035156,40.658096313476562,2,-73.989509582519531,1,0,1,2,40.665267944335938,2016-01-01T01:32:17.000,0.3,0
N,0.5,18.3,0.5,1,15,3.48,2016-01-01T01:36:35.000,-73.990913391113281,40.702583312988281,2,-73.935279846191406,1,0,1,1,40.698184967041016,2016-01-01T01:18:10.000,0.3,2
N,0.5,12.96,0.5,1,9.5,2.01,2016-01-01T01:36:43.000,-73.914161682128906,40.763442993164062,2,-73.922035217285156,1,0,1,1,40.741054534912109,2016-01-01T01:26:24.000,0.3,2.16
N,0.5,13.3,0.5,1,12,2.37,2016-01-01T01:36:33.000,-73.890792846679687,40.746990203857422,2,-73.885902404785156,6,0,1,2,40.755458831787109,2016-01-01T01:21:40.000,0.3,0
N,0.5,15.8,0.5,1,14.5,3.32,2016-01-01T01:36:11.000,-73.953781127929688,40.806671142578125,2,-73.909263610839844,1,0,1,2,40.812446594238281,2016-01-01T01:17:41.000,0.3,0
N,0.5,20.76,0.5,1,16,3.74,2016-01-01T01:36:33.000,-73.962944030761719,40.717262268066406,2,-74.001319885253906,1,0,1,1,40.731060028076172,2016-01-01T01:16:16.000,0.3,3.46
N,0.5,39.34,0.5,1,32.5,10.70,2016-01-01T01:36:52.000,-73.9521484375,40.808956146240234,2,-73.844253540039062,1,5.54,1,1,40.721126556396484,2016-01-01T01:12:08.000,0.3,0
N,0.5,14.8,0.5,1,13.5,3.24,2016-01-01T01:36:26.000,-73.949333190917969,40.754100799560547,2,-73.975021362304688,1,0,1,2,40.752155303955078,2016-01-01T01:21:23.000,0.3,0
N,0.5,6.8,0.5,1,5.5,0.81,2016-01-01T01:36:24.000,-73.890830993652344,40.746986389160156,2,-73.891288757324219,1,0,1,2,40.756816864013672,2016-01-01T01:31:06.000,0.3,0
N,0.5,9.8,0.5,1,8.5,1.62,2016-01-01T01:36:15.000,-74.013153076171875,40.677131652832031,2,-73.991889953613281,1,0,1,2,40.684833526611328,2016-01-01T01:27:18.000,0.3,0
N,0.5,16.3,0.5,1,12,3.07,2016-01-01T01:36:23.000,-73.972503662109375,40.687442779541016,2,-73.999359130859375,5,0,1,1,40.675449371337891,2016-01-01T01:23:43.000,0.3,3
N,0.5,16.8,0.5,1,15.5,3.52,2016-01-01T01:35:11.000,-73.90985107421875,40.663978576660156,2,-73.9520263671875,1,0,1,2,40.646160125732422,2016-01-01T01:15:10.000,0.3,0
N,0.5,13.8,0.5,1,12.5,2.24,2016-01-01T01:34:58.000,-73.949714660644531,40.812236785888672,2,-73.923225402832031,1,0,1,2,40.811805725097656,2016-01-01T01:18:54.000,0.3,0
